Sample in Buffer	Sample in Window	/dadata
4869	4869	192	
4870	4870	193	
4871	4871	194	
4872	4872	196	
4873	4873	197	
4874	4874	198	
4875	4875	200	
4876	4876	201	
4877	4877	202	
4878	4878	203	
4879	4879	205	
4880	4880	206	
4881	4881	207	
4882	4882	208	
4883	4883	210	
4884	4884	211	
4885	4885	212	
4886	4886	213	
4887	4887	214	
4888	4888	215	
4889	4889	217	
4890	4890	218	
4891	4891	219	
4892	4892	220	
4893	4893	221	
4894	4894	222	
4895	4895	223	
4896	4896	224	
4897	4897	225	
4898	4898	226	
4899	4899	227	
4900	4900	228	
4901	4901	229	
4902	4902	230	
4903	4903	231	
4904	4904	232	
4905	4905	233	
4906	4906	234	
4907	4907	234	
4908	4908	235	
4909	4909	237	
4910	4910	238	
4911	4911	238	
4912	4912	239	
4913	4913	240	
4914	4914	241	
4915	4915	241	
4916	4916	242	
4917	4917	243	
4918	4918	243	
4919	4919	244	
4920	4920	245	
4921	4921	245	
4922	4922	246	
4923	4923	246	
4924	4924	247	
4925	4925	248	
4926	4926	248	
4927	4927	249	
4928	4928	249	
4929	4929	250	
4930	4930	250	
4931	4931	250	
4932	4932	251	
4933	4933	251	
4934	4934	252	
4935	4935	252	
4936	4936	252	
4937	4937	253	
4938	4938	253	
4939	4939	253	
4940	4940	253	
4941	4941	254	
4942	4942	254	
4943	4943	254	
4944	4944	254	
4945	4945	254	
4946	4946	255	
4947	4947	255	
4948	4948	255	
4949	4949	255	
4950	4950	255	
4951	4951	255	
4952	4952	255	
4953	4953	255	
4954	4954	255	
4955	4955	255	
4956	4956	255	
4957	4957	255	
4958	4958	255	
4959	4959	255	
4960	4960	254	
4961	4961	254	
4962	4962	254	
4963	4963	254	
4964	4964	254	
4965	4965	253	
4966	4966	253	
4967	4967	253	
4968	4968	253	
4969	4969	252	
4970	4970	252	
4971	4971	252	
4972	4972	251	
4973	4973	251	
4974	4974	250	
4975	4975	250	
4976	4976	250	
4977	4977	249	
4978	4978	249	
4979	4979	248	
4980	4980	248	
4981	4981	247	
4982	4982	246	
4983	4983	246	
4984	4984	245	
4985	4985	245	
4986	4986	244	
4987	4987	243	
4988	4988	243	
4989	4989	242	
4990	4990	241	
4991	4991	241	
4992	4992	239	
4993	4993	238	
4994	4994	238	
4995	4995	237	
4996	4996	236	
4997	4997	235	
4998	4998	234	
4999	4999	234	
5000	5000	233	
5001	5001	232	
5002	5002	231	
5003	5003	230	
5004	5004	229	
5005	5005	228	
5006	5006	227	
5007	5007	226	
5008	5008	225	
5009	5009	224	
5010	5010	223	
5011	5011	222	
5012	5012	221	
5013	5013	220	
5014	5014	219	
5015	5015	218	
5016	5016	217	
5017	5017	215	
5018	5018	214	
5019	5019	213	
5020	5020	212	
5021	5021	211	
5022	5022	210	
5023	5023	208	
5024	5024	207	
5025	5025	206	
5026	5026	205	
5027	5027	203	
5028	5028	202	
5029	5029	201	
5030	5030	200	
5031	5031	198	
5032	5032	197	
5033	5033	196	
5034	5034	193	
5035	5035	192	
5036	5036	190	
5037	5037	189	
5038	5038	188	
5039	5039	186	
5040	5040	185	
5041	5041	183	
5042	5042	182	
5043	5043	181	
5044	5044	179	
5045	5045	178	
5046	5046	176	
5047	5047	175	
5048	5048	173	
5049	5049	172	
5050	5050	170	
5051	5051	169	
5052	5052	167	
5053	5053	166	
5054	5054	165	
5055	5055	163	
5056	5056	162	
5057	5057	160	
5058	5058	158	
5059	5059	157	
5060	5060	155	
5061	5061	154	
5062	5062	152	
5063	5063	151	
5064	5064	149	
5065	5065	148	
5066	5066	146	
5067	5067	145	
5068	5068	143	
5069	5069	142	
5070	5070	140	
5071	5071	138	
5072	5072	137	
5073	5073	135	
5074	5074	134	
5075	5075	132	
5076	5076	129	
5077	5077	127	
5078	5078	126	
5079	5079	124	
5080	5080	123	
5081	5081	121	
5082	5082	120	
5083	5083	118	
5084	5084	117	
5085	5085	115	
5086	5086	113	
5087	5087	112	
5088	5088	110	
5089	5089	109	
5090	5090	107	
5091	5091	106	
5092	5092	104	
5093	5093	103	
5094	5094	101	
5095	5095	100	
5096	5096	98	
5097	5097	97	
5098	5098	95	
5099	5099	93	
5100	5100	92	
5101	5101	90	
5102	5102	89	
5103	5103	88	
5104	5104	86	
5105	5105	85	
5106	5106	83	
5107	5107	82	
5108	5108	80	
5109	5109	79	
5110	5110	77	
5111	5111	76	
5112	5112	74	
5113	5113	73	
5114	5114	72	
5115	5115	70	
5116	5116	69	
5117	5117	66	
5118	5118	65	
5119	5119	63	
5120	5120	62	
5121	5121	61	
5122	5122	59	
5123	5123	58	
5124	5124	57	
5125	5125	55	
5126	5126	54	
5127	5127	53	
5128	5128	52	
5129	5129	50	
5130	5130	49	
5131	5131	48	
5132	5132	47	
5133	5133	45	
5134	5134	44	
5135	5135	43	
5136	5136	42	
5137	5137	41	
5138	5138	40	
5139	5139	38	
5140	5140	37	
5141	5141	36	
5142	5142	35	
5143	5143	34	
5144	5144	33	
5145	5145	32	
5146	5146	31	
5147	5147	30	
5148	5148	29	
5149	5149	28	
5150	5150	27	
5151	5151	26	
5152	5152	25	
5153	5153	24	
5154	5154	23	
5155	5155	22	
5156	5156	21	
5157	5157	21	
5158	5158	20	
5159	5159	18	
5160	5160	17	
5161	5161	17	
5162	5162	16	
5163	5163	15	
5164	5164	14	
5165	5165	14	
5166	5166	13	
5167	5167	12	
5168	5168	12	
5169	5169	11	
5170	5170	10	
5171	5171	10	
5172	5172	9	
5173	5173	9	
5174	5174	8	
5175	5175	7	
5176	5176	7	
5177	5177	6	
5178	5178	6	
5179	5179	5	
5180	5180	5	
5181	5181	5	
5182	5182	4	
5183	5183	4	
5184	5184	3	
5185	5185	3	
5186	5186	3	
5187	5187	2	
5188	5188	2	
5189	5189	2	
5190	5190	2	
5191	5191	1	
5192	5192	1	
5193	5193	1	
5194	5194	1	
5195	5195	1	
5196	5196	0	
5197	5197	0	
5198	5198	0	
5199	5199	0	
5200	5200	0	
5201	5201	0	
5202	5202	0	
5203	5203	0	
5204	5204	0	
5205	5205	0	
5206	5206	0	
5207	5207	0	
5208	5208	0	
5209	5209	0	
5210	5210	1	
5211	5211	1	
5212	5212	1	
5213	5213	1	
5214	5214	1	
5215	5215	2	
5216	5216	2	
5217	5217	2	
5218	5218	2	
5219	5219	3	
5220	5220	3	
5221	5221	3	
5222	5222	4	
5223	5223	4	
5224	5224	5	
5225	5225	5	
5226	5226	5	
5227	5227	6	
5228	5228	6	
5229	5229	7	
5230	5230	7	
5231	5231	8	
5232	5232	9	
5233	5233	9	
5234	5234	10	
5235	5235	10	
5236	5236	11	
5237	5237	12	
5238	5238	12	
5239	5239	13	
5240	5240	14	
5241	5241	14	
5242	5242	15	
5243	5243	17	
5244	5244	17	
5245	5245	18	
5246	5246	19	
5247	5247	20	
5248	5248	21	
5249	5249	21	
5250	5250	22	
5251	5251	23	
5252	5252	24	
5253	5253	25	
5254	5254	26	
5255	5255	27	
5256	5256	28	
5257	5257	29	
5258	5258	30	
5259	5259	31	
5260	5260	32	
5261	5261	33	
5262	5262	34	
5263	5263	35	
5264	5264	36	
5265	5265	37	
5266	5266	38	
5267	5267	40	
5268	5268	41	
5269	5269	42	
5270	5270	43	
5271	5271	44	
5272	5272	45	
5273	5273	47	
5274	5274	48	
5275	5275	49	
5276	5276	50	
5277	5277	52	
5278	5278	53	
5279	5279	54	
5280	5280	55	
5281	5281	57	
5282	5282	58	
5283	5283	59	
5284	5284	62	
5285	5285	63	
5286	5286	65	
5287	5287	66	
5288	5288	67	
5289	5289	69	
5290	5290	70	
5291	5291	72	
5292	5292	73	
5293	5293	74	
5294	5294	76	
5295	5295	77	
5296	5296	79	
5297	5297	80	
5298	5298	82	
5299	5299	83	
5300	5300	85	
5301	5301	86	
5302	5302	88	
5303	5303	89	
5304	5304	90	
5305	5305	92	
5306	5306	93	
5307	5307	95	
5308	5308	97	
5309	5309	98	
5310	5310	100	
5311	5311	101	
5312	5312	103	
5313	5313	104	
5314	5314	106	
5315	5315	107	
5316	5316	109	
5317	5317	110	
5318	5318	112	
5319	5319	113	
5320	5320	115	
5321	5321	117	
5322	5322	118	
5323	5323	120	
5324	5324	121	
5325	5325	123	
5326	5326	126	
5327	5327	128	
5328	5328	129	
5329	5329	131	
5330	5330	132	
5331	5331	134	
5332	5332	135	
5333	5333	137	
5334	5334	138	
5335	5335	140	
5336	5336	142	
5337	5337	143	
5338	5338	145	
5339	5339	146	
5340	5340	148	
5341	5341	149	
5342	5342	151	
5343	5343	152	
5344	5344	154	
5345	5345	155	
5346	5346	157	
5347	5347	158	
5348	5348	160	
5349	5349	162	
5350	5350	163	
5351	5351	165	
5352	5352	166	
5353	5353	167	
5354	5354	169	
5355	5355	170	
5356	5356	172	
5357	5357	173	
5358	5358	175	
5359	5359	176	
5360	5360	178	
5361	5361	179	
5362	5362	181	
5363	5363	182	
5364	5364	183	
5365	5365	185	
5366	5366	186	
5367	5367	188	
5368	5368	190	
5369	5369	192	
5370	5370	193	
5371	5371	194	
5372	5372	196	
5373	5373	197	
5374	5374	198	
5375	5375	200	
5376	5376	201	
5377	5377	202	
5378	5378	203	
5379	5379	205	
5380	5380	206	
5381	5381	207	
5382	5382	208	
5383	5383	210	
5384	5384	211	
5385	5385	212	
5386	5386	213	
5387	5387	214	
5388	5388	215	
5389	5389	217	
5390	5390	218	
5391	5391	219	
5392	5392	220	
5393	5393	221	
5394	5394	222	
5395	5395	223	
5396	5396	224	
5397	5397	225	
5398	5398	226	
5399	5399	227	
5400	5400	228	
5401	5401	229	
5402	5402	230	
5403	5403	231	
5404	5404	232	
5405	5405	233	
5406	5406	234	
5407	5407	234	
5408	5408	235	
5409	5409	237	
5410	5410	238	
5411	5411	238	
5412	5412	239	
5413	5413	240	
5414	5414	241	
5415	5415	241	
5416	5416	242	
5417	5417	243	
5418	5418	243	
5419	5419	244	
5420	5420	245	
5421	5421	245	
5422	5422	246	
5423	5423	246	
5424	5424	247	
5425	5425	248	
5426	5426	248	
5427	5427	249	
5428	5428	249	
5429	5429	250	
5430	5430	250	
5431	5431	250	
5432	5432	251	
5433	5433	251	
5434	5434	252	
5435	5435	252	
5436	5436	252	
5437	5437	253	
5438	5438	253	
5439	5439	253	
5440	5440	253	
5441	5441	254	
5442	5442	254	
5443	5443	254	
5444	5444	254	
5445	5445	254	
5446	5446	255	
5447	5447	255	
5448	5448	255	
5449	5449	255	
5450	5450	255	
5451	5451	255	
5452	5452	255	
5453	5453	255	
5454	5454	255	
5455	5455	255	
5456	5456	255	
5457	5457	255	
5458	5458	255	
5459	5459	255	
5460	5460	254	
5461	5461	254	
5462	5462	254	
5463	5463	254	
5464	5464	254	
5465	5465	253	
5466	5466	253	
5467	5467	253	
5468	5468	253	
5469	5469	252	
5470	5470	252	
5471	5471	252	
5472	5472	251	
5473	5473	251	
5474	5474	250	
5475	5475	250	
5476	5476	250	
5477	5477	249	
5478	5478	249	
5479	5479	248	
5480	5480	248	
5481	5481	247	
5482	5482	246	
5483	5483	246	
5484	5484	245	
5485	5485	245	
5486	5486	244	
5487	5487	243	
5488	5488	243	
5489	5489	242	
5490	5490	241	
5491	5491	241	
5492	5492	240	
5493	5493	238	
5494	5494	238	
5495	5495	237	
5496	5496	236	
5497	5497	235	
5498	5498	234	
5499	5499	234	
5500	5500	233	
5501	5501	232	
5502	5502	231	
5503	5503	230	
5504	5504	229	
5505	5505	228	
5506	5506	227	
5507	5507	226	
5508	5508	225	
5509	5509	224	
5510	5510	223	
5511	5511	222	
5512	5512	221	
5513	5513	220	
5514	5514	219	
5515	5515	218	
5516	5516	217	
5517	5517	215	
5518	5518	214	
5519	5519	213	
5520	5520	212	
5521	5521	211	
5522	5522	210	
5523	5523	208	
5524	5524	207	
5525	5525	206	
5526	5526	205	
5527	5527	203	
5528	5528	202	
5529	5529	201	
5530	5530	200	
5531	5531	198	
5532	5532	197	
5533	5533	196	
5534	5534	193	
5535	5535	192	
5536	5536	190	
5537	5537	189	
5538	5538	188	
5539	5539	186	
5540	5540	185	
5541	5541	183	
5542	5542	182	
5543	5543	181	
5544	5544	179	
5545	5545	178	
5546	5546	176	
5547	5547	175	
5548	5548	173	
5549	5549	172	
5550	5550	170	
5551	5551	169	
5552	5552	167	
5553	5553	166	
5554	5554	165	
5555	5555	163	
5556	5556	162	
5557	5557	160	
5558	5558	158	
5559	5559	157	
5560	5560	155	
5561	5561	154	
5562	5562	152	
5563	5563	151	
5564	5564	149	
5565	5565	148	
5566	5566	146	
5567	5567	145	
5568	5568	143	
5569	5569	142	
5570	5570	140	
5571	5571	138	
5572	5572	137	
5573	5573	135	
5574	5574	134	
5575	5575	132	
5576	5576	129	
5577	5577	127	
5578	5578	126	
5579	5579	124	
5580	5580	123	
5581	5581	121	
5582	5582	120	
5583	5583	118	
5584	5584	117	
5585	5585	115	
5586	5586	113	
5587	5587	112	
5588	5588	110	
5589	5589	109	
5590	5590	107	
5591	5591	106	
5592	5592	104	
5593	5593	103	
5594	5594	101	
5595	5595	100	
5596	5596	98	
5597	5597	97	
5598	5598	95	
5599	5599	93	
5600	5600	92	
5601	5601	90	
5602	5602	89	
5603	5603	88	
5604	5604	86	
5605	5605	85	
5606	5606	83	
5607	5607	82	
5608	5608	80	
5609	5609	79	
5610	5610	77	
5611	5611	76	
5612	5612	74	
5613	5613	73	
5614	5614	72	
5615	5615	70	
5616	5616	69	
5617	5617	67	
5618	5618	65	
5619	5619	63	
5620	5620	62	
5621	5621	61	
5622	5622	59	
5623	5623	58	
5624	5624	57	
5625	5625	55	
5626	5626	54	
5627	5627	53	
5628	5628	52	
5629	5629	50	
5630	5630	49	
5631	5631	48	
5632	5632	47	
5633	5633	45	
5634	5634	44	
5635	5635	43	
5636	5636	42	
5637	5637	41	
5638	5638	40	
5639	5639	38	
5640	5640	37	
5641	5641	36	
5642	5642	35	
5643	5643	34	
5644	5644	33	
5645	5645	32	
5646	5646	31	
5647	5647	30	
5648	5648	29	
5649	5649	28	
5650	5650	27	
5651	5651	26	
5652	5652	25	
5653	5653	24	
5654	5654	23	
5655	5655	22	
5656	5656	21	
5657	5657	21	
5658	5658	20	
5659	5659	18	
5660	5660	17	
5661	5661	17	
5662	5662	16	
5663	5663	15	
5664	5664	14	
5665	5665	14	
5666	5666	13	
5667	5667	12	
5668	5668	12	
5669	5669	11	
5670	5670	10	
5671	5671	10	
5672	5672	9	
5673	5673	9	
5674	5674	8	
5675	5675	7	
5676	5676	7	
5677	5677	6	
5678	5678	6	
5679	5679	5	
5680	5680	5	
5681	5681	5	
5682	5682	4	
5683	5683	4	
5684	5684	3	
5685	5685	3	
5686	5686	3	
5687	5687	2	
5688	5688	2	
5689	5689	2	
5690	5690	2	
5691	5691	1	
5692	5692	1	
5693	5693	1	
5694	5694	1	
5695	5695	1	
5696	5696	0	
5697	5697	0	
5698	5698	0	
5699	5699	0	
5700	5700	0	
5701	5701	0	
5702	5702	0	
5703	5703	0	
5704	5704	0	
5705	5705	0	
5706	5706	0	
5707	5707	0	
5708	5708	0	
5709	5709	0	
5710	5710	1	
5711	5711	1	
5712	5712	1	
5713	5713	1	
5714	5714	1	
5715	5715	2	
5716	5716	2	
5717	5717	2	
5718	5718	2	
5719	5719	3	
5720	5720	3	
5721	5721	3	
5722	5722	4	
5723	5723	4	
5724	5724	5	
5725	5725	5	
5726	5726	5	
5727	5727	6	
5728	5728	6	
5729	5729	7	
5730	5730	7	
5731	5731	8	
5732	5732	9	
5733	5733	9	
5734	5734	10	
5735	5735	10	
5736	5736	11	
5737	5737	12	
5738	5738	12	
5739	5739	13	
5740	5740	14	
5741	5741	14	
5742	5742	15	
5743	5743	17	
5744	5744	17	
5745	5745	18	
5746	5746	19	
5747	5747	20	
5748	5748	21	
5749	5749	21	
5750	5750	22	
5751	5751	23	
5752	5752	24	
5753	5753	25	
5754	5754	26	
5755	5755	27	
5756	5756	28	
5757	5757	29	
5758	5758	30	
5759	5759	31	
5760	5760	32	
5761	5761	33	
5762	5762	34	
5763	5763	35	
5764	5764	36	
5765	5765	37	
5766	5766	38	
5767	5767	40	
5768	5768	41	
5769	5769	42	
5770	5770	43	
5771	5771	44	
5772	5772	45	
5773	5773	47	
5774	5774	48	
5775	5775	49	
5776	5776	50	
5777	5777	52	
5778	5778	53	
5779	5779	54	
5780	5780	55	
5781	5781	57	
5782	5782	58	
5783	5783	59	
5784	5784	62	
5785	5785	63	
5786	5786	65	
5787	5787	66	
5788	5788	67	
5789	5789	69	
5790	5790	70	
5791	5791	72	
5792	5792	73	
5793	5793	74	
5794	5794	76	
5795	5795	77	
5796	5796	79	
5797	5797	80	
5798	5798	82	
5799	5799	83	
5800	5800	85	
5801	5801	86	
5802	5802	88	
5803	5803	89	
5804	5804	90	
5805	5805	92	
5806	5806	93	
5807	5807	95	
5808	5808	97	
5809	5809	98	
5810	5810	100	
5811	5811	101	
5812	5812	103	
5813	5813	104	
5814	5814	106	
5815	5815	107	
5816	5816	109	
5817	5817	110	
5818	5818	112	
5819	5819	113	
5820	5820	115	
5821	5821	117	
5822	5822	118	
5823	5823	120	
5824	5824	121	
5825	5825	123	
5826	5826	126	
5827	5827	128	
5828	5828	129	
5829	5829	131	
5830	5830	132	
5831	5831	134	
5832	5832	135	
5833	5833	137	
5834	5834	138	
5835	5835	140	
5836	5836	142	
5837	5837	143	
5838	5838	145	
5839	5839	146	
5840	5840	148	
5841	5841	149	
5842	5842	151	
5843	5843	152	
5844	5844	154	
5845	5845	155	
5846	5846	157	
5847	5847	158	
5848	5848	160	
5849	5849	162	
5850	5850	163	
5851	5851	165	
5852	5852	166	
5853	5853	167	
5854	5854	169	
5855	5855	170	
5856	5856	172	
5857	5857	173	
5858	5858	175	
5859	5859	176	
5860	5860	178	
5861	5861	179	
5862	5862	181	
5863	5863	182	
5864	5864	183	
5865	5865	185	
5866	5866	186	
5867	5867	188	
5868	5868	190	
5869	5869	192	
5870	5870	193	
5871	5871	194	
5872	5872	196	
5873	5873	197	
5874	5874	198	
5875	5875	200	
5876	5876	201	
5877	5877	202	
5878	5878	203	
5879	5879	205	
5880	5880	206	
5881	5881	207	
5882	5882	208	
5883	5883	210	
5884	5884	211	
5885	5885	212	
5886	5886	213	
5887	5887	214	
5888	5888	215	
5889	5889	217	
5890	5890	218	
5891	5891	219	
5892	5892	220	
5893	5893	221	
5894	5894	222	
5895	5895	223	
5896	5896	224	
5897	5897	225	
5898	5898	226	
5899	5899	227	
5900	5900	228	
5901	5901	229	
5902	5902	230	
5903	5903	231	
5904	5904	232	
5905	5905	233	
5906	5906	234	
5907	5907	234	
5908	5908	235	
5909	5909	236	
5910	5910	238	
5911	5911	238	
5912	5912	239	
5913	5913	240	
5914	5914	241	
5915	5915	241	
5916	5916	242	
5917	5917	243	
5918	5918	243	
5919	5919	244	
5920	5920	245	
5921	5921	245	
5922	5922	246	
5923	5923	246	
5924	5924	247	
5925	5925	248	
5926	5926	248	
5927	5927	249	
5928	5928	249	
5929	5929	250	
5930	5930	250	
5931	5931	250	
5932	5932	251	
5933	5933	251	
5934	5934	252	
5935	5935	252	
5936	5936	252	
5937	5937	253	
5938	5938	253	
5939	5939	253	
5940	5940	253	
5941	5941	254	
5942	5942	254	
5943	5943	254	
5944	5944	254	
5945	5945	254	
5946	5946	255	
5947	5947	255	
5948	5948	255	
5949	5949	255	
5950	5950	255	
5951	5951	255	
5952	5952	255	
5953	5953	255	
5954	5954	255	
5955	5955	255	
5956	5956	255	
5957	5957	255	
5958	5958	255	
5959	5959	255	
5960	5960	254	
5961	5961	254	
5962	5962	254	
5963	5963	254	
5964	5964	254	
5965	5965	253	
5966	5966	253	
5967	5967	253	
5968	5968	253	
5969	5969	252	
5970	5970	252	
5971	5971	252	
5972	5972	251	
5973	5973	251	
5974	5974	250	
5975	5975	250	
5976	5976	250	
5977	5977	249	
5978	5978	249	
5979	5979	248	
5980	5980	248	
5981	5981	247	
5982	5982	246	
5983	5983	246	
5984	5984	245	
5985	5985	245	
5986	5986	244	
5987	5987	243	
5988	5988	243	
5989	5989	242	
5990	5990	241	
5991	5991	241	
5992	5992	240	
5993	5993	238	
5994	5994	238	
5995	5995	237	
5996	5996	236	
5997	5997	235	
5998	5998	234	
5999	5999	234	
6000	6000	233	
6001	6001	232	
6002	6002	231	
6003	6003	230	
6004	6004	229	
6005	6005	228	
6006	6006	227	
6007	6007	226	
6008	6008	225	
6009	6009	224	
6010	6010	223	
6011	6011	222	
6012	6012	221	
6013	6013	220	
6014	6014	219	
6015	6015	218	
6016	6016	217	
6017	6017	215	
6018	6018	214	
6019	6019	213	
6020	6020	212	
6021	6021	211	
6022	6022	210	
6023	6023	208	
6024	6024	207	
6025	6025	206	
6026	6026	205	
6027	6027	203	
6028	6028	202	
6029	6029	201	
6030	6030	200	
6031	6031	198	
6032	6032	197	
6033	6033	196	
6034	6034	194	
6035	6035	192	
6036	6036	190	
6037	6037	189	
6038	6038	188	
6039	6039	186	
6040	6040	185	
6041	6041	183	
6042	6042	182	
6043	6043	181	
6044	6044	179	
6045	6045	178	
6046	6046	176	
6047	6047	175	
6048	6048	173	
6049	6049	172	
6050	6050	170	
6051	6051	169	
6052	6052	167	
6053	6053	166	
6054	6054	165	
6055	6055	163	
6056	6056	162	
6057	6057	160	
6058	6058	158	
6059	6059	157	
6060	6060	155	
6061	6061	154	
6062	6062	152	
6063	6063	151	
6064	6064	149	
6065	6065	148	
6066	6066	146	
6067	6067	145	
6068	6068	143	
6069	6069	142	
6070	6070	140	
6071	6071	138	
6072	6072	137	
6073	6073	135	
6074	6074	134	
6075	6075	132	
6076	6076	129	
6077	6077	127	
6078	6078	126	
6079	6079	124	
6080	6080	123	
6081	6081	121	
6082	6082	120	
6083	6083	118	
6084	6084	117	
6085	6085	115	
6086	6086	113	
6087	6087	112	
6088	6088	110	
6089	6089	109	
6090	6090	107	
6091	6091	106	
6092	6092	104	
6093	6093	103	
6094	6094	101	
6095	6095	100	
6096	6096	98	
6097	6097	97	
6098	6098	95	
6099	6099	93	
6100	6100	92	
6101	6101	90	
6102	6102	89	
6103	6103	88	
6104	6104	86	
6105	6105	85	
6106	6106	83	
6107	6107	82	
6108	6108	80	
6109	6109	79	
6110	6110	77	
6111	6111	76	
6112	6112	74	
6113	6113	73	
6114	6114	72	
6115	6115	70	
6116	6116	69	
6117	6117	67	
6118	6118	65	
6119	6119	63	
6120	6120	62	
6121	6121	61	
6122	6122	59	
6123	6123	58	
6124	6124	57	
6125	6125	55	
6126	6126	54	
6127	6127	53	
6128	6128	52	
6129	6129	50	
6130	6130	49	
6131	6131	48	
6132	6132	47	
6133	6133	45	
6134	6134	44	
6135	6135	43	
6136	6136	42	
6137	6137	41	
6138	6138	40	
6139	6139	38	
6140	6140	37	
6141	6141	36	
6142	6142	35	
6143	6143	34	
6144	6144	33	
6145	6145	32	
6146	6146	31	
6147	6147	30	
6148	6148	29	
6149	6149	28	
6150	6150	27	
6151	6151	26	
6152	6152	25	
6153	6153	24	
6154	6154	23	
6155	6155	22	
6156	6156	21	
6157	6157	21	
6158	6158	20	
6159	6159	19	
6160	6160	17	
6161	6161	17	
6162	6162	16	
6163	6163	15	
6164	6164	14	
6165	6165	14	
6166	6166	13	
6167	6167	12	
6168	6168	12	
6169	6169	11	
6170	6170	10	
6171	6171	10	
6172	6172	9	
6173	6173	9	
6174	6174	8	
6175	6175	7	
6176	6176	7	
6177	6177	6	
6178	6178	6	
6179	6179	5	
6180	6180	5	
6181	6181	5	
6182	6182	4	
6183	6183	4	
6184	6184	3	
6185	6185	3	
6186	6186	3	
6187	6187	2	
6188	6188	2	
6189	6189	2	
6190	6190	2	
6191	6191	1	
6192	6192	1	
6193	6193	1	
6194	6194	1	
6195	6195	1	
6196	6196	0	
6197	6197	0	
6198	6198	0	
6199	6199	0	
6200	6200	0	
6201	6201	0	
6202	6202	0	
6203	6203	0	
6204	6204	0	
6205	6205	0	
6206	6206	0	
6207	6207	0	
6208	6208	0	
6209	6209	0	
6210	6210	1	
6211	6211	1	
6212	6212	1	
6213	6213	1	
6214	6214	1	
6215	6215	2	
6216	6216	2	
6217	6217	2	
6218	6218	2	
6219	6219	3	
6220	6220	3	
6221	6221	3	
6222	6222	4	
6223	6223	4	
6224	6224	5	
6225	6225	5	
6226	6226	5	
6227	6227	6	
6228	6228	6	
6229	6229	7	
6230	6230	7	
6231	6231	8	
6232	6232	9	
6233	6233	9	
6234	6234	10	
6235	6235	10	
6236	6236	11	
6237	6237	12	
6238	6238	12	
6239	6239	13	
6240	6240	14	
6241	6241	14	
6242	6242	15	
6243	6243	17	
6244	6244	17	
6245	6245	18	
6246	6246	19	
6247	6247	20	
6248	6248	21	
6249	6249	21	
6250	6250	22	
6251	6251	23	
6252	6252	24	
6253	6253	25	
6254	6254	26	
6255	6255	27	
6256	6256	28	
6257	6257	29	
6258	6258	30	
6259	6259	31	
6260	6260	32	
6261	6261	33	
6262	6262	34	
6263	6263	35	
6264	6264	36	
6265	6265	37	
6266	6266	38	
6267	6267	40	
6268	6268	41	
6269	6269	42	
6270	6270	43	
6271	6271	44	
6272	6272	45	
6273	6273	47	
6274	6274	48	
6275	6275	49	
6276	6276	50	
6277	6277	52	
6278	6278	53	
6279	6279	54	
6280	6280	55	
6281	6281	57	
6282	6282	58	
6283	6283	59	
6284	6284	61	
6285	6285	63	
6286	6286	65	
6287	6287	66	
6288	6288	67	
6289	6289	69	
6290	6290	70	
6291	6291	72	
6292	6292	73	
6293	6293	74	
6294	6294	76	
6295	6295	77	
6296	6296	79	
6297	6297	80	
6298	6298	82	
6299	6299	83	
6300	6300	85	
6301	6301	86	
6302	6302	88	
6303	6303	89	
6304	6304	90	
6305	6305	92	
6306	6306	93	
6307	6307	95	
6308	6308	97	
6309	6309	98	
6310	6310	100	
6311	6311	101	
6312	6312	103	
6313	6313	104	
6314	6314	106	
6315	6315	107	
6316	6316	109	
6317	6317	110	
6318	6318	112	
6319	6319	113	
6320	6320	115	
6321	6321	117	
6322	6322	118	
6323	6323	120	
6324	6324	121	
6325	6325	123	
6326	6326	126	
6327	6327	128	
6328	6328	129	
6329	6329	131	
6330	6330	132	
6331	6331	134	
6332	6332	135	
6333	6333	137	
6334	6334	138	
6335	6335	140	
6336	6336	142	
6337	6337	143	
6338	6338	145	
6339	6339	146	
6340	6340	148	
6341	6341	149	
6342	6342	151	
6343	6343	152	
6344	6344	154	
6345	6345	155	
6346	6346	157	
6347	6347	158	
6348	6348	160	
6349	6349	162	
6350	6350	163	
6351	6351	165	
6352	6352	166	
6353	6353	167	
6354	6354	169	
6355	6355	170	
6356	6356	172	
6357	6357	173	
6358	6358	175	
6359	6359	176	
6360	6360	178	
6361	6361	179	
6362	6362	181	
6363	6363	182	
6364	6364	183	
6365	6365	185	
6366	6366	186	
6367	6367	188	
6368	6368	190	
6369	6369	192	
6370	6370	193	
6371	6371	194	
6372	6372	196	
6373	6373	197	
6374	6374	198	
6375	6375	200	
6376	6376	201	
6377	6377	202	
6378	6378	203	
6379	6379	205	
6380	6380	206	
6381	6381	207	
6382	6382	208	
6383	6383	210	
6384	6384	211	
6385	6385	212	
6386	6386	213	
6387	6387	214	
6388	6388	215	
6389	6389	217	
6390	6390	218	
6391	6391	219	
6392	6392	220	
6393	6393	221	
6394	6394	222	
6395	6395	223	
6396	6396	224	
6397	6397	225	
6398	6398	226	
6399	6399	227	
6400	6400	228	
6401	6401	229	
6402	6402	230	
6403	6403	231	
6404	6404	232	
6405	6405	233	
6406	6406	234	
6407	6407	234	
6408	6408	235	
6409	6409	236	
6410	6410	238	
6411	6411	238	
6412	6412	239	
6413	6413	240	
6414	6414	241	
6415	6415	241	
6416	6416	242	
6417	6417	243	
6418	6418	243	
6419	6419	244	
6420	6420	245	
6421	6421	245	
