Sample in Buffer	Sample in Window	/dadata
1763	1763	35	
1764	1764	36	
1765	1765	37	
1766	1766	38	
1767	1767	40	
1768	1768	41	
1769	1769	42	
1770	1770	43	
1771	1771	44	
1772	1772	45	
1773	1773	47	
1774	1774	48	
1775	1775	49	
1776	1776	50	
1777	1777	52	
1778	1778	53	
1779	1779	54	
1780	1780	55	
1781	1781	57	
1782	1782	59	
1783	1783	61	
1784	1784	62	
1785	1785	63	
1786	1786	65	
1787	1787	66	
1788	1788	67	
1789	1789	69	
1790	1790	70	
1791	1791	72	
1792	1792	73	
1793	1793	74	
1794	1794	76	
1795	1795	77	
1796	1796	79	
1797	1797	80	
1798	1798	82	
1799	1799	83	
1800	1800	85	
1801	1801	86	
1802	1802	88	
1803	1803	89	
1804	1804	90	
1805	1805	92	
1806	1806	93	
1807	1807	95	
1808	1808	97	
1809	1809	98	
1810	1810	100	
1811	1811	101	
1812	1812	103	
1813	1813	104	
1814	1814	106	
1815	1815	107	
1816	1816	109	
1817	1817	110	
1818	1818	112	
1819	1819	113	
1820	1820	115	
1821	1821	117	
1822	1822	118	
1823	1823	120	
1824	1824	123	
1825	1825	124	
1826	1826	126	
1827	1827	128	
1828	1828	129	
1829	1829	131	
1830	1830	132	
1831	1831	134	
1832	1832	135	
1833	1833	137	
1834	1834	138	
1835	1835	140	
1836	1836	142	
1837	1837	143	
1838	1838	145	
1839	1839	146	
1840	1840	148	
1841	1841	149	
1842	1842	151	
1843	1843	152	
1844	1844	154	
1845	1845	155	
1846	1846	157	
1847	1847	158	
1848	1848	160	
1849	1849	162	
1850	1850	163	
1851	1851	165	
1852	1852	166	
1853	1853	167	
1854	1854	169	
1855	1855	170	
1856	1856	172	
1857	1857	173	
1858	1858	175	
1859	1859	176	
1860	1860	178	
1861	1861	179	
1862	1862	181	
1863	1863	182	
1864	1864	183	
1865	1865	185	
1866	1866	188	
1867	1867	189	
1868	1868	190	
1869	1869	192	
1870	1870	193	
1871	1871	194	
1872	1872	196	
1873	1873	197	
1874	1874	198	
1875	1875	200	
1876	1876	201	
1877	1877	202	
1878	1878	203	
1879	1879	205	
1880	1880	206	
1881	1881	207	
1882	1882	208	
1883	1883	210	
1884	1884	211	
1885	1885	212	
1886	1886	213	
1887	1887	214	
1888	1888	215	
1889	1889	217	
1890	1890	218	
1891	1891	219	
1892	1892	220	
1893	1893	221	
1894	1894	222	
1895	1895	223	
1896	1896	224	
1897	1897	225	
1898	1898	226	
1899	1899	227	
1900	1900	228	
1901	1901	229	
1902	1902	230	
1903	1903	231	
1904	1904	232	
1905	1905	233	
1906	1906	234	
1907	1907	235	
1908	1908	236	
1909	1909	237	
1910	1910	238	
1911	1911	238	
1912	1912	239	
1913	1913	240	
1914	1914	241	
1915	1915	241	
1916	1916	242	
1917	1917	243	
1918	1918	243	
1919	1919	244	
1920	1920	245	
1921	1921	245	
1922	1922	246	
1923	1923	246	
1924	1924	247	
1925	1925	248	
1926	1926	248	
1927	1927	249	
1928	1928	249	
1929	1929	250	
1930	1930	250	
1931	1931	250	
1932	1932	251	
1933	1933	251	
1934	1934	252	
1935	1935	252	
1936	1936	252	
1937	1937	253	
1938	1938	253	
1939	1939	253	
1940	1940	253	
1941	1941	254	
1942	1942	254	
1943	1943	254	
1944	1944	254	
1945	1945	254	
1946	1946	255	
1947	1947	255	
1948	1948	255	
1949	1949	255	
1950	1950	255	
1951	1951	255	
1952	1952	255	
1953	1953	255	
1954	1954	255	
1955	1955	255	
1956	1956	255	
1957	1957	255	
1958	1958	255	
1959	1959	255	
1960	1960	254	
1961	1961	254	
1962	1962	254	
1963	1963	254	
1964	1964	254	
1965	1965	253	
1966	1966	253	
1967	1967	253	
1968	1968	253	
1969	1969	252	
1970	1970	252	
1971	1971	252	
1972	1972	251	
1973	1973	251	
1974	1974	250	
1975	1975	250	
1976	1976	250	
1977	1977	249	
1978	1978	249	
1979	1979	248	
1980	1980	248	
1981	1981	247	
1982	1982	246	
1983	1983	246	
1984	1984	245	
1985	1985	245	
1986	1986	244	
1987	1987	243	
1988	1988	243	
1989	1989	242	
1990	1990	241	
1991	1991	240	
1992	1992	239	
1993	1993	238	
1994	1994	238	
1995	1995	237	
1996	1996	236	
1997	1997	235	
1998	1998	234	
1999	1999	234	
2000	2000	233	
2001	2001	232	
2002	2002	231	
2003	2003	230	
2004	2004	229	
2005	2005	228	
2006	2006	227	
2007	2007	226	
2008	2008	225	
2009	2009	224	
2010	2010	223	
2011	2011	222	
2012	2012	221	
2013	2013	220	
2014	2014	219	
2015	2015	218	
2016	2016	217	
2017	2017	215	
2018	2018	214	
2019	2019	213	
2020	2020	212	
2021	2021	211	
2022	2022	210	
2023	2023	208	
2024	2024	207	
2025	2025	206	
2026	2026	205	
2027	2027	203	
2028	2028	202	
2029	2029	201	
2030	2030	200	
2031	2031	198	
2032	2032	196	
2033	2033	194	
2034	2034	193	
2035	2035	192	
2036	2036	190	
2037	2037	189	
2038	2038	188	
2039	2039	186	
2040	2040	185	
2041	2041	183	
2042	2042	182	
2043	2043	181	
2044	2044	179	
2045	2045	178	
2046	2046	176	
2047	2047	175	
2048	2048	173	
2049	2049	172	
2050	2050	170	
2051	2051	169	
2052	2052	167	
2053	2053	166	
2054	2054	165	
2055	2055	163	
2056	2056	162	
2057	2057	160	
2058	2058	158	
2059	2059	157	
2060	2060	155	
2061	2061	154	
2062	2062	152	
2063	2063	151	
2064	2064	149	
2065	2065	148	
2066	2066	146	
2067	2067	145	
2068	2068	143	
2069	2069	142	
2070	2070	140	
2071	2071	138	
2072	2072	137	
2073	2073	135	
2074	2074	132	
2075	2075	131	
2076	2076	129	
2077	2077	127	
2078	2078	126	
2079	2079	124	
2080	2080	123	
2081	2081	121	
2082	2082	120	
2083	2083	118	
2084	2084	117	
2085	2085	115	
2086	2086	113	
2087	2087	112	
2088	2088	110	
2089	2089	109	
2090	2090	107	
2091	2091	106	
2092	2092	104	
2093	2093	103	
2094	2094	101	
2095	2095	100	
2096	2096	98	
2097	2097	97	
2098	2098	95	
2099	2099	93	
2100	2100	92	
2101	2101	90	
2102	2102	89	
2103	2103	88	
2104	2104	86	
2105	2105	85	
2106	2106	83	
2107	2107	82	
2108	2108	80	
2109	2109	79	
2110	2110	77	
2111	2111	76	
2112	2112	74	
2113	2113	73	
2114	2114	72	
2115	2115	70	
2116	2116	67	
2117	2117	66	
2118	2118	65	
2119	2119	63	
2120	2120	62	
2121	2121	61	
2122	2122	59	
2123	2123	58	
2124	2124	57	
2125	2125	55	
2126	2126	54	
2127	2127	53	
2128	2128	52	
2129	2129	50	
2130	2130	49	
2131	2131	48	
2132	2132	47	
2133	2133	45	
2134	2134	44	
2135	2135	43	
2136	2136	42	
2137	2137	41	
2138	2138	40	
2139	2139	38	
2140	2140	37	
2141	2141	36	
2142	2142	35	
2143	2143	34	
2144	2144	33	
2145	2145	32	
2146	2146	31	
2147	2147	30	
2148	2148	29	
2149	2149	28	
2150	2150	27	
2151	2151	26	
2152	2152	25	
2153	2153	24	
2154	2154	23	
2155	2155	22	
2156	2156	21	
2157	2157	20	
2158	2158	19	
2159	2159	18	
2160	2160	17	
2161	2161	17	
2162	2162	16	
2163	2163	15	
2164	2164	14	
2165	2165	14	
2166	2166	13	
2167	2167	12	
2168	2168	12	
2169	2169	11	
2170	2170	10	
2171	2171	10	
2172	2172	9	
2173	2173	9	
2174	2174	8	
2175	2175	7	
2176	2176	7	
2177	2177	6	
2178	2178	6	
2179	2179	5	
2180	2180	5	
2181	2181	5	
2182	2182	4	
2183	2183	4	
2184	2184	3	
2185	2185	3	
2186	2186	3	
2187	2187	2	
2188	2188	2	
2189	2189	2	
2190	2190	2	
2191	2191	1	
2192	2192	1	
2193	2193	1	
2194	2194	1	
2195	2195	1	
2196	2196	0	
2197	2197	0	
2198	2198	0	
2199	2199	0	
2200	2200	0	
2201	2201	0	
2202	2202	0	
2203	2203	0	
2204	2204	0	
2205	2205	0	
2206	2206	0	
2207	2207	0	
2208	2208	0	
2209	2209	0	
2210	2210	1	
2211	2211	1	
2212	2212	1	
2213	2213	1	
2214	2214	1	
2215	2215	2	
2216	2216	2	
2217	2217	2	
2218	2218	2	
2219	2219	3	
2220	2220	3	
2221	2221	3	
2222	2222	4	
2223	2223	4	
2224	2224	5	
2225	2225	5	
2226	2226	5	
2227	2227	6	
2228	2228	6	
2229	2229	7	
2230	2230	7	
2231	2231	8	
2232	2232	9	
2233	2233	9	
2234	2234	10	
2235	2235	10	
2236	2236	11	
2237	2237	12	
2238	2238	12	
2239	2239	13	
2240	2240	14	
2241	2241	15	
2242	2242	16	
2243	2243	17	
2244	2244	17	
2245	2245	18	
2246	2246	19	
2247	2247	20	
2248	2248	21	
2249	2249	21	
2250	2250	22	
2251	2251	23	
2252	2252	24	
2253	2253	25	
2254	2254	26	
2255	2255	27	
2256	2256	28	
2257	2257	29	
2258	2258	30	
2259	2259	31	
2260	2260	32	
2261	2261	33	
2262	2262	34	
2263	2263	35	
2264	2264	36	
2265	2265	37	
2266	2266	38	
2267	2267	40	
2268	2268	41	
2269	2269	42	
2270	2270	43	
2271	2271	44	
2272	2272	45	
2273	2273	47	
2274	2274	48	
2275	2275	49	
2276	2276	50	
2277	2277	52	
2278	2278	53	
2279	2279	54	
2280	2280	55	
2281	2281	57	
2282	2282	58	
2283	2283	61	
2284	2284	62	
2285	2285	63	
2286	2286	65	
2287	2287	66	
2288	2288	67	
2289	2289	69	
2290	2290	70	
2291	2291	72	
2292	2292	73	
2293	2293	74	
2294	2294	76	
2295	2295	77	
2296	2296	79	
2297	2297	80	
2298	2298	82	
2299	2299	83	
2300	2300	85	
2301	2301	86	
2302	2302	88	
2303	2303	89	
2304	2304	90	
2305	2305	92	
2306	2306	93	
2307	2307	95	
2308	2308	97	
2309	2309	98	
2310	2310	100	
2311	2311	101	
2312	2312	103	
2313	2313	104	
2314	2314	106	
2315	2315	107	
2316	2316	109	
2317	2317	110	
2318	2318	112	
2319	2319	113	
2320	2320	115	
2321	2321	117	
2322	2322	118	
2323	2323	120	
2324	2324	123	
2325	2325	124	
2326	2326	126	
2327	2327	128	
2328	2328	129	
2329	2329	131	
2330	2330	132	
2331	2331	134	
2332	2332	135	
2333	2333	137	
2334	2334	138	
2335	2335	140	
2336	2336	142	
2337	2337	143	
2338	2338	145	
2339	2339	146	
2340	2340	148	
2341	2341	149	
2342	2342	151	
2343	2343	152	
2344	2344	154	
2345	2345	155	
2346	2346	157	
2347	2347	158	
2348	2348	160	
2349	2349	162	
2350	2350	163	
2351	2351	165	
2352	2352	166	
2353	2353	167	
2354	2354	169	
2355	2355	170	
2356	2356	172	
2357	2357	173	
2358	2358	175	
2359	2359	176	
2360	2360	178	
2361	2361	179	
2362	2362	181	
2363	2363	182	
2364	2364	183	
2365	2365	185	
2366	2366	188	
2367	2367	189	
2368	2368	190	
2369	2369	192	
2370	2370	193	
2371	2371	194	
2372	2372	196	
2373	2373	197	
2374	2374	198	
2375	2375	200	
2376	2376	201	
2377	2377	202	
2378	2378	203	
2379	2379	205	
2380	2380	206	
2381	2381	207	
2382	2382	208	
2383	2383	210	
2384	2384	211	
2385	2385	212	
2386	2386	213	
2387	2387	214	
2388	2388	215	
2389	2389	217	
2390	2390	218	
2391	2391	219	
2392	2392	220	
2393	2393	221	
2394	2394	222	
2395	2395	223	
2396	2396	224	
2397	2397	225	
2398	2398	226	
2399	2399	227	
2400	2400	228	
2401	2401	229	
2402	2402	230	
2403	2403	231	
2404	2404	232	
2405	2405	233	
2406	2406	234	
2407	2407	234	
2408	2408	236	
2409	2409	237	
2410	2410	238	
2411	2411	238	
2412	2412	239	
2413	2413	240	
2414	2414	241	
2415	2415	241	
2416	2416	242	
2417	2417	243	
2418	2418	243	
2419	2419	244	
2420	2420	245	
2421	2421	245	
2422	2422	246	
2423	2423	246	
2424	2424	247	
2425	2425	248	
2426	2426	248	
2427	2427	249	
2428	2428	249	
2429	2429	250	
2430	2430	250	
2431	2431	250	
2432	2432	251	
2433	2433	251	
2434	2434	252	
2435	2435	252	
2436	2436	252	
2437	2437	253	
2438	2438	253	
2439	2439	253	
2440	2440	253	
2441	2441	254	
2442	2442	254	
2443	2443	254	
2444	2444	254	
2445	2445	254	
2446	2446	255	
2447	2447	255	
2448	2448	255	
2449	2449	255	
2450	2450	255	
2451	2451	255	
2452	2452	255	
2453	2453	255	
2454	2454	255	
2455	2455	255	
2456	2456	255	
2457	2457	255	
2458	2458	255	
2459	2459	255	
2460	2460	254	
2461	2461	254	
2462	2462	254	
2463	2463	254	
2464	2464	254	
2465	2465	253	
2466	2466	253	
2467	2467	253	
2468	2468	253	
2469	2469	252	
2470	2470	252	
2471	2471	252	
2472	2472	251	
2473	2473	251	
2474	2474	250	
2475	2475	250	
2476	2476	250	
2477	2477	249	
2478	2478	249	
2479	2479	248	
2480	2480	248	
2481	2481	247	
2482	2482	246	
2483	2483	246	
2484	2484	245	
2485	2485	245	
2486	2486	244	
2487	2487	243	
2488	2488	243	
2489	2489	242	
2490	2490	241	
2491	2491	240	
2492	2492	239	
2493	2493	238	
2494	2494	238	
2495	2495	237	
2496	2496	236	
2497	2497	235	
2498	2498	234	
2499	2499	234	
2500	2500	233	
2501	2501	232	
2502	2502	231	
2503	2503	230	
2504	2504	229	
2505	2505	228	
2506	2506	227	
2507	2507	226	
2508	2508	225	
2509	2509	224	
2510	2510	223	
2511	2511	222	
2512	2512	221	
2513	2513	220	
2514	2514	219	
2515	2515	218	
2516	2516	217	
2517	2517	215	
2518	2518	214	
2519	2519	213	
2520	2520	212	
2521	2521	211	
2522	2522	210	
2523	2523	208	
2524	2524	207	
2525	2525	206	
2526	2526	205	
2527	2527	203	
2528	2528	202	
2529	2529	201	
2530	2530	200	
2531	2531	198	
2532	2532	197	
2533	2533	194	
2534	2534	193	
2535	2535	192	
2536	2536	190	
2537	2537	189	
2538	2538	188	
2539	2539	186	
2540	2540	185	
2541	2541	183	
2542	2542	182	
2543	2543	181	
2544	2544	179	
2545	2545	178	
2546	2546	176	
2547	2547	175	
2548	2548	173	
2549	2549	172	
2550	2550	170	
2551	2551	169	
2552	2552	167	
2553	2553	166	
2554	2554	165	
2555	2555	163	
2556	2556	162	
2557	2557	160	
2558	2558	158	
2559	2559	157	
2560	2560	155	
2561	2561	154	
2562	2562	152	
2563	2563	151	
2564	2564	149	
2565	2565	148	
2566	2566	146	
2567	2567	145	
2568	2568	143	
2569	2569	142	
2570	2570	140	
2571	2571	138	
2572	2572	137	
2573	2573	135	
2574	2574	132	
2575	2575	131	
2576	2576	129	
2577	2577	127	
2578	2578	126	
2579	2579	124	
2580	2580	123	
2581	2581	121	
2582	2582	120	
2583	2583	118	
2584	2584	117	
2585	2585	115	
2586	2586	113	
2587	2587	112	
2588	2588	110	
2589	2589	109	
2590	2590	107	
2591	2591	106	
2592	2592	104	
2593	2593	103	
2594	2594	101	
2595	2595	100	
2596	2596	98	
2597	2597	97	
2598	2598	95	
2599	2599	93	
2600	2600	92	
2601	2601	90	
2602	2602	89	
2603	2603	88	
2604	2604	86	
2605	2605	85	
2606	2606	83	
2607	2607	82	
2608	2608	80	
2609	2609	79	
2610	2610	77	
2611	2611	76	
2612	2612	74	
2613	2613	73	
2614	2614	72	
2615	2615	70	
2616	2616	67	
2617	2617	66	
2618	2618	65	
2619	2619	63	
2620	2620	62	
2621	2621	61	
2622	2622	59	
2623	2623	58	
2624	2624	57	
2625	2625	55	
2626	2626	54	
2627	2627	53	
2628	2628	52	
2629	2629	50	
2630	2630	49	
2631	2631	48	
2632	2632	47	
2633	2633	45	
2634	2634	44	
2635	2635	43	
2636	2636	42	
2637	2637	41	
2638	2638	40	
2639	2639	38	
2640	2640	37	
2641	2641	36	
2642	2642	35	
2643	2643	34	
2644	2644	33	
2645	2645	32	
2646	2646	31	
2647	2647	30	
2648	2648	29	
2649	2649	28	
2650	2650	27	
2651	2651	26	
2652	2652	25	
2653	2653	24	
2654	2654	23	
2655	2655	22	
2656	2656	21	
2657	2657	21	
2658	2658	19	
2659	2659	18	
2660	2660	17	
2661	2661	17	
2662	2662	16	
2663	2663	15	
2664	2664	14	
2665	2665	14	
2666	2666	13	
2667	2667	12	
2668	2668	12	
2669	2669	11	
2670	2670	10	
2671	2671	10	
2672	2672	9	
2673	2673	9	
2674	2674	8	
2675	2675	7	
2676	2676	7	
2677	2677	6	
2678	2678	6	
2679	2679	5	
2680	2680	5	
2681	2681	5	
2682	2682	4	
2683	2683	4	
2684	2684	3	
2685	2685	3	
2686	2686	3	
2687	2687	2	
2688	2688	2	
2689	2689	2	
2690	2690	2	
2691	2691	1	
2692	2692	1	
2693	2693	1	
2694	2694	1	
2695	2695	1	
2696	2696	0	
2697	2697	0	
2698	2698	0	
2699	2699	0	
2700	2700	0	
2701	2701	0	
2702	2702	0	
2703	2703	0	
2704	2704	0	
2705	2705	0	
2706	2706	0	
2707	2707	0	
2708	2708	0	
2709	2709	0	
2710	2710	1	
2711	2711	1	
2712	2712	1	
2713	2713	1	
2714	2714	1	
2715	2715	2	
2716	2716	2	
2717	2717	2	
2718	2718	2	
2719	2719	3	
2720	2720	3	
2721	2721	3	
2722	2722	4	
2723	2723	4	
2724	2724	5	
2725	2725	5	
2726	2726	5	
2727	2727	6	
2728	2728	6	
2729	2729	7	
2730	2730	7	
2731	2731	8	
2732	2732	9	
2733	2733	9	
2734	2734	10	
2735	2735	10	
2736	2736	11	
2737	2737	12	
2738	2738	12	
2739	2739	13	
2740	2740	14	
2741	2741	15	
2742	2742	16	
2743	2743	17	
2744	2744	17	
2745	2745	18	
2746	2746	19	
2747	2747	20	
2748	2748	21	
2749	2749	21	
2750	2750	22	
2751	2751	23	
2752	2752	24	
2753	2753	25	
2754	2754	26	
2755	2755	27	
2756	2756	28	
2757	2757	29	
2758	2758	30	
2759	2759	31	
2760	2760	32	
2761	2761	33	
2762	2762	34	
2763	2763	35	
2764	2764	36	
2765	2765	37	
2766	2766	38	
2767	2767	40	
2768	2768	41	
2769	2769	42	
2770	2770	43	
2771	2771	44	
2772	2772	45	
2773	2773	47	
2774	2774	48	
2775	2775	49	
2776	2776	50	
2777	2777	52	
2778	2778	53	
2779	2779	54	
2780	2780	55	
2781	2781	57	
2782	2782	58	
2783	2783	61	
2784	2784	62	
2785	2785	63	
2786	2786	65	
2787	2787	66	
2788	2788	67	
2789	2789	69	
2790	2790	70	
2791	2791	72	
2792	2792	73	
2793	2793	74	
2794	2794	76	
2795	2795	77	
2796	2796	79	
2797	2797	80	
2798	2798	82	
2799	2799	83	
2800	2800	85	
2801	2801	86	
2802	2802	88	
2803	2803	89	
2804	2804	90	
2805	2805	92	
2806	2806	93	
2807	2807	95	
2808	2808	97	
2809	2809	98	
2810	2810	100	
2811	2811	101	
2812	2812	103	
2813	2813	104	
2814	2814	106	
2815	2815	107	
2816	2816	109	
2817	2817	110	
2818	2818	112	
2819	2819	113	
2820	2820	115	
2821	2821	117	
2822	2822	118	
2823	2823	120	
2824	2824	121	
2825	2825	124	
2826	2826	126	
2827	2827	128	
2828	2828	129	
2829	2829	131	
2830	2830	132	
2831	2831	134	
2832	2832	135	
2833	2833	137	
2834	2834	138	
2835	2835	140	
2836	2836	142	
2837	2837	143	
2838	2838	145	
2839	2839	146	
2840	2840	148	
2841	2841	149	
2842	2842	151	
2843	2843	152	
2844	2844	154	
2845	2845	155	
2846	2846	157	
2847	2847	158	
2848	2848	160	
2849	2849	162	
2850	2850	163	
2851	2851	165	
2852	2852	166	
2853	2853	167	
2854	2854	169	
2855	2855	170	
2856	2856	172	
2857	2857	173	
2858	2858	175	
2859	2859	176	
2860	2860	178	
2861	2861	179	
2862	2862	181	
2863	2863	182	
2864	2864	183	
2865	2865	185	
2866	2866	188	
2867	2867	189	
2868	2868	190	
2869	2869	192	
2870	2870	193	
2871	2871	194	
2872	2872	196	
2873	2873	197	
2874	2874	198	
2875	2875	200	
2876	2876	201	
2877	2877	202	
2878	2878	203	
2879	2879	205	
2880	2880	206	
2881	2881	207	
2882	2882	208	
2883	2883	210	
2884	2884	211	
2885	2885	212	
2886	2886	213	
2887	2887	214	
2888	2888	215	
2889	2889	217	
2890	2890	218	
2891	2891	219	
2892	2892	220	
2893	2893	221	
2894	2894	222	
2895	2895	223	
2896	2896	224	
2897	2897	225	
2898	2898	226	
2899	2899	227	
2900	2900	228	
2901	2901	229	
2902	2902	230	
2903	2903	231	
2904	2904	232	
2905	2905	233	
2906	2906	234	
2907	2907	234	
2908	2908	236	
2909	2909	237	
2910	2910	238	
2911	2911	238	
2912	2912	239	
2913	2913	240	
2914	2914	241	
2915	2915	241	
2916	2916	242	
2917	2917	243	
2918	2918	243	
2919	2919	244	
2920	2920	245	
2921	2921	245	
2922	2922	246	
2923	2923	246	
2924	2924	247	
2925	2925	248	
2926	2926	248	
2927	2927	249	
2928	2928	249	
2929	2929	250	
2930	2930	250	
2931	2931	250	
2932	2932	251	
2933	2933	251	
2934	2934	252	
2935	2935	252	
2936	2936	252	
2937	2937	253	
2938	2938	253	
2939	2939	253	
2940	2940	253	
2941	2941	254	
2942	2942	254	
2943	2943	254	
2944	2944	254	
2945	2945	254	
2946	2946	255	
2947	2947	255	
2948	2948	255	
2949	2949	255	
2950	2950	255	
2951	2951	255	
2952	2952	255	
2953	2953	255	
2954	2954	255	
2955	2955	255	
2956	2956	255	
2957	2957	255	
2958	2958	255	
2959	2959	255	
2960	2960	254	
2961	2961	254	
2962	2962	254	
2963	2963	254	
2964	2964	254	
2965	2965	253	
2966	2966	253	
2967	2967	253	
2968	2968	253	
2969	2969	252	
2970	2970	252	
2971	2971	252	
2972	2972	251	
2973	2973	251	
2974	2974	250	
2975	2975	250	
2976	2976	250	
2977	2977	249	
2978	2978	249	
2979	2979	248	
2980	2980	248	
2981	2981	247	
2982	2982	246	
2983	2983	246	
2984	2984	245	
2985	2985	245	
2986	2986	244	
2987	2987	243	
2988	2988	243	
2989	2989	242	
2990	2990	241	
2991	2991	240	
2992	2992	239	
2993	2993	238	
2994	2994	238	
2995	2995	237	
2996	2996	236	
2997	2997	235	
2998	2998	234	
2999	2999	234	
3000	3000	233	
3001	3001	232	
3002	3002	231	
3003	3003	230	
3004	3004	229	
3005	3005	228	
3006	3006	227	
3007	3007	226	
3008	3008	225	
3009	3009	224	
3010	3010	223	
3011	3011	222	
3012	3012	221	
3013	3013	220	
3014	3014	219	
3015	3015	218	
3016	3016	217	
3017	3017	215	
3018	3018	214	
3019	3019	213	
3020	3020	212	
3021	3021	211	
3022	3022	210	
3023	3023	208	
3024	3024	207	
3025	3025	206	
3026	3026	205	
3027	3027	203	
3028	3028	202	
3029	3029	201	
3030	3030	200	
3031	3031	198	
3032	3032	197	
3033	3033	194	
3034	3034	193	
3035	3035	192	
3036	3036	190	
3037	3037	189	
3038	3038	188	
3039	3039	186	
3040	3040	185	
3041	3041	183	
3042	3042	182	
3043	3043	181	
3044	3044	179	
3045	3045	178	
3046	3046	176	
3047	3047	175	
3048	3048	173	
3049	3049	172	
3050	3050	170	
3051	3051	169	
3052	3052	167	
3053	3053	166	
3054	3054	165	
3055	3055	163	
3056	3056	162	
3057	3057	160	
3058	3058	158	
3059	3059	157	
3060	3060	155	
3061	3061	154	
3062	3062	152	
3063	3063	151	
3064	3064	149	
3065	3065	148	
3066	3066	146	
3067	3067	145	
3068	3068	143	
3069	3069	142	
3070	3070	140	
3071	3071	138	
3072	3072	137	
3073	3073	135	
3074	3074	134	
3075	3075	131	
3076	3076	129	
3077	3077	127	
3078	3078	126	
3079	3079	124	
3080	3080	123	
3081	3081	121	
3082	3082	120	
3083	3083	118	
3084	3084	117	
3085	3085	115	
3086	3086	113	
3087	3087	112	
3088	3088	110	
3089	3089	109	
3090	3090	107	
3091	3091	106	
3092	3092	104	
3093	3093	103	
3094	3094	101	
3095	3095	100	
3096	3096	98	
3097	3097	97	
3098	3098	95	
3099	3099	93	
3100	3100	92	
3101	3101	90	
3102	3102	89	
3103	3103	88	
3104	3104	86	
3105	3105	85	
3106	3106	83	
3107	3107	82	
3108	3108	80	
3109	3109	79	
3110	3110	77	
3111	3111	76	
3112	3112	74	
3113	3113	73	
3114	3114	72	
3115	3115	70	
3116	3116	67	
3117	3117	66	
3118	3118	65	
3119	3119	63	
3120	3120	62	
3121	3121	61	
3122	3122	59	
3123	3123	58	
3124	3124	57	
3125	3125	55	
3126	3126	54	
3127	3127	53	
3128	3128	52	
3129	3129	50	
3130	3130	49	
3131	3131	48	
3132	3132	47	
3133	3133	45	
3134	3134	44	
3135	3135	43	
3136	3136	42	
3137	3137	41	
3138	3138	40	
3139	3139	38	
3140	3140	37	
3141	3141	36	
3142	3142	35	
3143	3143	34	
3144	3144	33	
3145	3145	32	
3146	3146	31	
3147	3147	30	
3148	3148	29	
3149	3149	28	
3150	3150	27	
3151	3151	26	
3152	3152	25	
3153	3153	24	
3154	3154	23	
3155	3155	22	
3156	3156	21	
3157	3157	21	
3158	3158	19	
3159	3159	18	
3160	3160	17	
3161	3161	17	
3162	3162	16	
3163	3163	15	
3164	3164	14	
3165	3165	14	
3166	3166	13	
3167	3167	12	
3168	3168	12	
3169	3169	11	
3170	3170	10	
3171	3171	10	
3172	3172	9	
3173	3173	9	
3174	3174	8	
3175	3175	7	
3176	3176	7	
3177	3177	6	
3178	3178	6	
3179	3179	5	
3180	3180	5	
3181	3181	5	
3182	3182	4	
3183	3183	4	
3184	3184	3	
3185	3185	3	
3186	3186	3	
3187	3187	2	
3188	3188	2	
3189	3189	2	
3190	3190	2	
3191	3191	1	
3192	3192	1	
3193	3193	1	
3194	3194	1	
3195	3195	1	
3196	3196	0	
3197	3197	0	
3198	3198	0	
3199	3199	0	
3200	3200	0	
3201	3201	0	
3202	3202	0	
3203	3203	0	
3204	3204	0	
3205	3205	0	
3206	3206	0	
3207	3207	0	
3208	3208	0	
3209	3209	0	
3210	3210	1	
3211	3211	1	
3212	3212	1	
3213	3213	1	
3214	3214	1	
3215	3215	2	
3216	3216	2	
3217	3217	2	
3218	3218	2	
3219	3219	3	
3220	3220	3	
3221	3221	3	
3222	3222	4	
3223	3223	4	
3224	3224	5	
3225	3225	5	
3226	3226	5	
3227	3227	6	
3228	3228	6	
3229	3229	7	
3230	3230	7	
3231	3231	8	
3232	3232	9	
3233	3233	9	
3234	3234	10	
3235	3235	10	
3236	3236	11	
3237	3237	12	
3238	3238	12	
3239	3239	13	
3240	3240	14	
3241	3241	15	
3242	3242	16	
3243	3243	17	
3244	3244	17	
3245	3245	18	
3246	3246	19	
3247	3247	20	
3248	3248	21	
3249	3249	21	
3250	3250	22	
3251	3251	23	
3252	3252	24	
3253	3253	25	
3254	3254	26	
3255	3255	27	
3256	3256	28	
3257	3257	29	
3258	3258	30	
3259	3259	31	
3260	3260	32	
3261	3261	33	
3262	3262	34	
3263	3263	35	
3264	3264	36	
3265	3265	37	
3266	3266	38	
3267	3267	40	
3268	3268	41	
3269	3269	42	
3270	3270	43	
3271	3271	44	
3272	3272	45	
3273	3273	47	
3274	3274	48	
3275	3275	49	
3276	3276	50	
3277	3277	52	
3278	3278	53	
3279	3279	54	
3280	3280	55	
3281	3281	57	
3282	3282	58	
3283	3283	61	
3284	3284	62	
3285	3285	63	
3286	3286	65	
3287	3287	66	
3288	3288	67	
3289	3289	69	
3290	3290	70	
3291	3291	72	
3292	3292	73	
3293	3293	74	
3294	3294	76	
3295	3295	77	
3296	3296	79	
3297	3297	80	
3298	3298	82	
3299	3299	83	
3300	3300	85	
3301	3301	86	
3302	3302	88	
3303	3303	89	
3304	3304	90	
3305	3305	92	
3306	3306	93	
3307	3307	95	
3308	3308	97	
3309	3309	98	
3310	3310	100	
3311	3311	101	
3312	3312	103	
3313	3313	104	
3314	3314	106	
3315	3315	107	
